snapshot_date,symbol,idx_code,issuer_name,board,sector
2025-09-20,PEVE.JK,PEVE,PT Penta Valent Tbk,,Distribution services
2025-09-20,PGAS.JK,PGAS,PT Perusahaan Gas Negara Tbk Class B,,Utilities
2025-09-20,PGEO.JK,PGEO,PT Pertamina Geothermal Energy Tbk,,Utilities
2025-09-20,PGJO.JK,PGJO,PT Tourindo Guide Indonesia Tbk,,Technology services
2025-09-20,PGLI.JK,PGLI,PT Pembangunan Graha Lestari Indah Tbk,,Consumer services
2025-09-20,PGUN.JK,PGUN,PT Pradiksi Gunatama Tbk,,Process industries
2025-09-20,PICO.JK,PICO,PT Pelangi Indah Canindo Tbk,,Process industries
2025-09-20,PIPA.JK,PIPA,PT Multi Makmur Lemindo Tbk,,Non-energy minerals
2025-09-20,PJAA.JK,PJAA,PT Pembangunan Jaya Ancol Tbk,,Consumer services
2025-09-20,PKPK.JK,PKPK,PT Paragon Karya Perkasa Tbk,,Industrial services
2025-09-20,PLAN.JK,PLAN,PT Planet Properindo Jaya Tbk,,Consumer services
2025-09-20,PMJS.JK,PMJS,PT Putra Mandiri Jembar Tbk,,Retail trade
2025-09-20,PMUI.JK,PMUI,PT Prima Multi Usaha Indonesia Tbk,,Distribution services
2025-09-20,PNBN.JK,PNBN,PT Bank Pan Indonesia Tbk,,Finance
2025-09-20,PNBS.JK,PNBS,PT Bank Panin Dubai Syariah Tbk,,Finance
2025-09-20,PNGO.JK,PNGO,PT Pinago Utama Tbk,,Process industries
2025-09-20,PNIN.JK,PNIN,PT Paninvest Tbk,,Consumer services
2025-09-20,PNLF.JK,PNLF,PT Panin Financial Tbk,,Commercial services
2025-09-20,PNSE.JK,PNSE,PT Pudjiadi & Sons Tbk,,Consumer services
2025-09-20,POLA.JK,POLA,PT Pool Advista Finance Tbk,,Finance
2025-09-20,POLI.JK,POLI,PT Pollux Hotels Group Tbk,,Consumer durables
2025-09-20,POLU.JK,POLU,PT Golden Flower Tbk,,Consumer non-durables
2025-09-20,POLY.JK,POLY,PT Asia Pacific Fibers Tbk Class A,,Process industries
2025-09-20,PORT.JK,PORT,PT Nusantara Pelabuhan Handal Tbk,,Transportation
2025-09-20,POWR.JK,POWR,PT Cikarang Listrindo Tbk,,Utilities
2025-09-20,PPGL.JK,PPGL,PT Prima Globalindo Logistik Tbk,,Transportation
2025-09-20,PPRE.JK,PPRE,PT PP Presisi Tbk,,Industrial services
2025-09-20,PPRI.JK,PPRI,PT Paperocks Indonesia Tbk,,Distribution services
2025-09-20,PRAY.JK,PRAY,PT Famon Awal Bros Sedaya Tbk,,Health services
2025-09-20,PRDA.JK,PRDA,PT Prodia Widyahusada Tbk,,Health services
2025-09-20,PRIM.JK,PRIM,PT Royal Prima Tbk,,Health services
2025-09-20,PSAB.JK,PSAB,PT J Resources Asia Pasifik Tbk,,Non-energy minerals
2025-09-20,PSAT.JK,PSAT,PT Pancaran Samudera Transport Tbk,,Transportation
2025-09-20,PSDN.JK,PSDN,PT Prasidha Aneka Niaga Tbk,,Process industries
2025-09-20,PSGO.JK,PSGO,PT Palma Serasih Tbk.,,Consumer non-durables
2025-09-20,PSKT.JK,PSKT,PT Red Planet Indonesia Tbk,,Consumer services
2025-09-20,PSSI.JK,PSSI,PT IMC Pelita Logistik Tbk,,Transportation
2025-09-20,PTBA.JK,PTBA,PT Bukit Asam Tbk,,Energy minerals
2025-09-20,PTIS.JK,PTIS,PT Indo Straits Tbk,,Transportation
2025-09-20,PTMP.JK,PTMP,PT Mitra Pack Tbk,,Distribution services
2025-09-20,PTPP.JK,PTPP,PT PP (Persero) Tbk,,Industrial services
2025-09-20,PTPS.JK,PTPS,PT Pulau Subur Tbk,,Process industries
2025-09-20,PTPW.JK,PTPW,PT Pratama Widya Tbk,,Industrial services
2025-09-20,PTRO.JK,PTRO,PT Petrosea Tbk,,Industrial services
2025-09-20,PTSN.JK,PTSN,PT Sat Nusapersada Tbk,,Electronic technology
2025-09-20,PTSP.JK,PTSP,PT Pioneerindo Gourmet International Tbk,,Consumer services
2025-09-20,PUDP.JK,PUDP,PT Pudjiadi Prestige Tbk Class A,,Finance
2025-09-20,PURA.JK,PURA,PT Putra Rajawali Kencana Tbk,,Transportation
2025-09-20,PURI.JK,PURI,PT Puri Global Sukses Tbk,,Finance
2025-09-20,PWON.JK,PWON,PT Pakuwon Jati Tbk,,Finance
2025-09-20,PYFA.JK,PYFA,PT Pyridam Farma Tbk,,Health technology
2025-09-20,PZZA.JK,PZZA,PT Sarimelati Kencana Tbk,,Consumer services
2025-09-20,RAAM.JK,RAAM,PT Tripar Multivision Plus Tbk,,Consumer services
2025-09-20,RAJA.JK,RAJA,PT Rukun Raharja Tbk,,Utilities
2025-09-20,RALS.JK,RALS,PT Ramayana Lestari Sentosa Tbk,,Retail trade
2025-09-20,RANC.JK,RANC,PT Supra Boga Lestari Tbk,,Retail trade
2025-09-20,RATU.JK,RATU,PT Raharja Energi Cepu Tbk,,Miscellaneous
2025-09-20,RBMS.JK,RBMS,PT Ristia Bintang Mahkotasejati Tbk,,Consumer services
2025-09-20,RCCC.JK,RCCC,PT Utama Radar Cahaya Tbk,,Electronic technology
2025-09-20,RDTX.JK,RDTX,PT Roda Vivatex Tbk,,Finance
2025-09-20,REAL.JK,REAL,PT Repower Asia Indonesia Tbk,,Finance
2025-09-20,RELF.JK,RELF,PT Graha Mitra Asia Tbk,,Finance
2025-09-20,RELI.JK,RELI,PT Reliance Sekuritas Indonesia Tbk,,Finance
2025-09-20,RGAS.JK,RGAS,PT Kian Santang Muliatama Tbk,,Industrial services
2025-09-20,RICY.JK,RICY,PT Ricky Putra Globalindo Tbk,,Consumer non-durables
2025-09-20,RIGS.JK,RIGS,PT Rig Tenders Indonesia Tbk,,Transportation
2025-09-20,RISE.JK,RISE,PT Jaya Sukses Makmur Sentosa Tbk,,Finance
2025-09-20,RMKE.JK,RMKE,PT RMK Energy Tbk,,Transportation
2025-09-20,RMKO.JK,RMKO,PT Royaltama Mulia Kontraktorindo Tbk,,Energy minerals
2025-09-20,ROCK.JK,ROCK,PT Rockfields Properti Indonesia Tbk,,Finance
2025-09-20,RODA.JK,RODA,PT Pikko Land Development Tbk,,Consumer durables
2025-09-20,RONY.JK,RONY,PT Aracord Nusantara Group Tbk,,Industrial services
2025-09-20,ROTI.JK,ROTI,PT Nippon Indosari Corpindo Tbk,,Consumer non-durables
2025-09-20,RSCH.JK,RSCH,PT Charlie Hospital Semarang Tbk,,Health services
2025-09-20,RUIS.JK,RUIS,PT Radiant Utama Interinsco Tbk,,Industrial services
2025-09-20,RUNS.JK,RUNS,PT Global Sukses Solusi Tbk,,Technology services
2025-09-20,SAFE.JK,SAFE,PT Steady Safe Tbk,,Transportation
2025-09-20,SAGE.JK,SAGE,PT Saptausaha Gemilangindah Tbk,,Finance
2025-09-20,SAME.JK,SAME,PT Sarana Meditama Metropolitan Tbk,,Health services
2025-09-20,SAMF.JK,SAMF,PT Saraswanti Anugerah Makmur Tbk,,Process industries
2025-09-20,SAPX.JK,SAPX,PT Satria Antaran Prima Tbk,,Transportation
2025-09-20,SATU.JK,SATU,PT Kota Satu Properti Tbk,,Finance
2025-09-20,SBMA.JK,SBMA,PT Surya Biru Murni Acetylene Tbk,,Process industries
2025-09-20,SCCO.JK,SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,,Producer manufacturing
2025-09-20,SCMA.JK,SCMA,PT Surya Citra Media Tbk,,Consumer services
2025-09-20,SCNP.JK,SCNP,PT Selaras Citra Nusantara Perkasa Tbk,,Consumer durables
2025-09-20,SDMU.JK,SDMU,PT Sidomulyo Selaras Tbk,,Transportation
2025-09-20,SDPC.JK,SDPC,PT Millennium Pharmacon International Tbk,,Distribution services
2025-09-20,SDRA.JK,SDRA,PT Bank Woori Saudara Indonesia 1906 Tbk,,Finance
2025-09-20,SEMA.JK,SEMA,PT Semacom Integrated Tbk,,Producer manufacturing
2025-09-20,SFAN.JK,SFAN,PT Surya Fajar Capital Tbk,,Finance
2025-09-20,SGER.JK,SGER,PT Sumber Global Energy Tbk,,Non-energy minerals
2025-09-20,SGRO.JK,SGRO,PT Sampoerna Agro Tbk,,Process industries
2025-09-20,SHID.JK,SHID,PT Hotel Sahid Jaya International Tbk,,Consumer services
2025-09-20,SHIP.JK,SHIP,PT Sillo Maritime Perdana Tbk,,Transportation
2025-09-20,SICO.JK,SICO,PT Sigma Energy Compressindo Tbk,,Energy minerals
2025-09-20,SIDO.JK,SIDO,PT Industri Jamu dan Farmasi Sido Muncul Tbk,,Health technology
2025-09-20,SILO.JK,SILO,PT Siloam International Hospitals Tbk Reg-S,,Health services
2025-09-20,SIMP.JK,SIMP,PT Salim Ivomas Pratama Tbk,,Consumer non-durables
2025-09-20,SINI.JK,SINI,PT Singaraja Putra Tbk,,Consumer services
2025-09-20,SIPD.JK,SIPD,PT Sreeya Sewu Indonesia Tbk Class A,,Process industries
2025-09-20,SKBM.JK,SKBM,PT Sekar Bumi Tbk,,Consumer non-durables
2025-09-20,SKLT.JK,SKLT,PT Sekar Laut Tbk,,Consumer non-durables
2025-09-20,SKRN.JK,SKRN,PT Superkrane Mitra Utama,,Finance
2025-09-20,SLIS.JK,SLIS,PT Gaya Abadi Sempurna Tbk,,Distribution services
2025-09-20,SMAR.JK,SMAR,PT Sinar Mas Agro Resources & Technology Tbk,,Process industries
2025-09-20,SMBR.JK,SMBR,PT Semen Baturaja Tbk Class B,,Non-energy minerals
2025-09-20,SMDM.JK,SMDM,PT Suryamas Dutamakmur Tbk,,Finance
2025-09-20,SMDR.JK,SMDR,PT Samudera Indonesia Tbk,,Transportation
2025-09-20,SMGA.JK,SMGA,PT Sumber Mineral Global Abadi Tbk,,Distribution services
2025-09-20,SMGR.JK,SMGR,PT Semen Indonesia (Persero) Tbk,,Non-energy minerals
2025-09-20,SMIL.JK,SMIL,PT Sarana Mitra Luas Tbk,,Finance
2025-09-20,SMKL.JK,SMKL,PT Satyamitra Kemas Lestari Tbk,,Process industries
2025-09-20,SMKM.JK,SMKM,PT Sumber Mas Konstruksi Tbk,,Industrial services
2025-09-20,SMLE.JK,SMLE,PT Sinergi Multi Lestarindo Tbk,,Distribution services
2025-09-20,SMMA.JK,SMMA,PT Sinar Mas Multiartha Tbk Class A,,Finance
2025-09-20,SMMT.JK,SMMT,PT Golden Eagle Energy Tbk,,Energy minerals
2025-09-20,SMRA.JK,SMRA,PT Summarecon Agung Tbk,,Finance
2025-09-20,SMSM.JK,SMSM,PT Selamat Sempurna Tbk,,Producer manufacturing
2025-09-20,SNLK.JK,SNLK,PT Sunter Lakeside Hotel Tbk,,Consumer services
2025-09-20,SOCI.JK,SOCI,PT Soechi Lines Tbk,,Transportation
2025-09-20,SOFA.JK,SOFA,PT Boston Furniture Industries Tbk,,Non-energy minerals
2025-09-20,SOHO.JK,SOHO,PT Soho Global Health Tbk,,Health technology
2025-09-20,SOLA.JK,SOLA,PT Xolare Rcr Energy Tbk,,Industrial services
2025-09-20,SONA.JK,SONA,PT Sona Topas Tourism Industry Tbk,,Retail trade
2025-09-20,SOSS.JK,SOSS,PT Shield On Service Tbk,,Commercial services
2025-09-20,SOTS.JK,SOTS,PT Satria Mega Kencana Tbk,,Consumer services
2025-09-20,SOUL.JK,SOUL,PT Mitra Tirta Buwana Tbk,,Consumer non-durables
2025-09-20,SPMA.JK,SPMA,PT Suparma Tbk,,Process industries
2025-09-20,SPRE.JK,SPRE,PT Soraya Berjaya Indonesia Tbk,,Consumer durables
2025-09-20,SPTO.JK,SPTO,PT Surya Pertiwi Tbk,,Distribution services
2025-09-20,SRAJ.JK,SRAJ,PT Sejahteraraya Anugrahjaya Tbk,,Health services
2025-09-20,SRSN.JK,SRSN,PT Indo Acidatama Tbk,,Consumer non-durables
2025-09-20,SRTG.JK,SRTG,PT Saratoga Investama Sedaya Tbk,,Finance
2025-09-20,SSIA.JK,SSIA,PT Surya Semesta Internusa Tbk,,Industrial services
2025-09-20,SSMS.JK,SSMS,PT Sawit Sumbermas Sarana Tbk,,Process industries
2025-09-20,SSTM.JK,SSTM,PT Sunson Textile Manufacturer Tbk,,Process industries
2025-09-20,STAA.JK,STAA,PT Sumber Tani Agung Resources Tbk,,Process industries
2025-09-20,STAR.JK,STAR,PT Buana Artha Anugerah Tbk,,Finance
2025-09-20,STRK.JK,STRK,PT Lovina Beach Brewery Tbk,,Consumer non-durables
2025-09-20,STTP.JK,STTP,PT Siantar Top Tbk,,Consumer non-durables
2025-09-20,SULI.JK,SULI,PT SLJ Global Tbk,,Non-energy minerals
2025-09-20,SUNI.JK,SUNI,PT Sunindo Pratama Tbk,,Energy minerals
2025-09-20,SURE.JK,SURE,PT Super Energy Tbk,,Energy minerals
2025-09-20,SURI.JK,SURI,PT Maja Agung Latexindo Tbk,,Consumer non-durables
2025-09-20,SWID.JK,SWID,PT Saraswanti Indoland Development Tbk,,Finance
2025-09-20,TALF.JK,TALF,PT Tunas Alfin Tbk,,Process industries
2025-09-20,TAMA.JK,TAMA,PT Lancartama Sejati Tbk,,Consumer durables
2025-09-20,TAMU.JK,TAMU,PT Pelayaran Tamarin Samudra Tbk,,Transportation
2025-09-20,TAPG.JK,TAPG,PT Triputra Agro Persada Tbk,,Process industries
2025-09-20,TARA.JK,TARA,PT Agung Semesta Sejahtera Tbk,,Finance
2025-09-20,TAXI.JK,TAXI,PT Express Transindo Utama Tbk,,Transportation
2025-09-20,TAYS.JK,TAYS,PT Jaya Swarasa Agung Tbk,,Consumer non-durables
2025-09-20,TBIG.JK,TBIG,PT Tower Bersama Infrastructure Tbk,,Finance
2025-09-20,TBLA.JK,TBLA,PT Tunas Baru Lampung Tbk,,Process industries
2025-09-20,TBMS.JK,TBMS,PT Tembaga Mulia Semanan Tbk,,Producer manufacturing
2025-09-20,TCID.JK,TCID,PT Mandom Indonesia Tbk,,Consumer non-durables
2025-09-20,TCPI.JK,TCPI,PT Transcoal Pacific,,Transportation
2025-09-20,TEBE.JK,TEBE,PT Dana Brata Luhur Tbk,,Industrial services
2025-09-20,TFAS.JK,TFAS,PT Telefast Indonesia Tbk,,Technology services
2025-09-20,TGKA.JK,TGKA,PT Tigaraksa Satria Tbk,,Distribution services
2025-09-20,TIFA.JK,TIFA,PT KDB Tifa Finance Tbk,,Finance
2025-09-20,TINS.JK,TINS,PT Timah Tbk,,Non-energy minerals
2025-09-20,TIRA.JK,TIRA,PT Tira Austenite Tbk,,Distribution services
2025-09-20,TKIM.JK,TKIM,PT Pabrik Kertas Tjiwi Kimia Tbk,,Process industries
2025-09-20,TLDN.JK,TLDN,PT Teladan Prima Agro Tbk,,Process industries
2025-09-20,TLKM.JK,TLKM,PT Telkom Indonesia (Persero) Tbk Class B,,Communications
2025-09-20,TMAS.JK,TMAS,PT Temas Tbk,,Transportation
2025-09-20,TMPO.JK,TMPO,PT Tempo Inti Media Tbk,,Consumer services
2025-09-20,TNCA.JK,TNCA,PT Trimuda Nuansa Citra Tbk,,Transportation
2025-09-20,TOBA.JK,TOBA,PT TBS Energi Utama Tbk,,Energy minerals
2025-09-20,TOOL.JK,TOOL,PT Rohartindo Nusantara Luas Tbk,,Commercial services
2025-09-20,TOSK.JK,TOSK,PT Topindo Solusi Komunika Tbk,,Technology services
2025-09-20,TOTL.JK,TOTL,PT Total Bangun Persada Tbk,,Industrial services
2025-09-20,TOTO.JK,TOTO,PT Surya Toto Indonesia Tbk,,Producer manufacturing
2025-09-20,TOWR.JK,TOWR,PT Sarana Menara Nusantara Tbk,,Finance
2025-09-20,TPIA.JK,TPIA,PT Chandra Asri Pacific Tbk,,Process industries
2025-09-20,TPMA.JK,TPMA,PT Trans Power Marine Tbk,,Transportation
2025-09-20,TRGU.JK,TRGU,PT Cerestar Indonesia Tbk,,Process industries
2025-09-20,TRIM.JK,TRIM,PT Trimegah Sekuritas Indonesia Tbk,,Finance
2025-09-20,TRIN.JK,TRIN,PT Perintis Triniti Properti Tbk,,Finance
2025-09-20,TRIS.JK,TRIS,PT Trisula International Tbk,,Consumer non-durables
2025-09-20,TRJA.JK,TRJA,PT Transkon Jaya Tbk,,Finance
2025-09-20,TRON.JK,TRON,PT Teknologi Karya Digital Nusa Tbk,,Technology services
2025-09-20,TRST.JK,TRST,"PT Trias Sentosa, Tbk",,Process industries
2025-09-20,TRUE.JK,TRUE,PT Triniti Dinamik Tbk,,Finance
2025-09-20,TRUK.JK,TRUK,PT Guna Timur Raya Tbk,,Transportation
2025-09-20,TRUS.JK,TRUS,PT Trust Finance Indonesia Tbk,,Finance
2025-09-20,TSPC.JK,TSPC,PT Tempo Scan Pacific Tbk,,Distribution services
2025-09-20,TUGU.JK,TUGU,PT Asuransi Tugu Pratama Indonesia Tbk,,Finance
2025-09-20,TYRE.JK,TYRE,PT King Tire Indonesia Tbk,,Consumer durables
2025-09-20,UANG.JK,UANG,PT Pakuan Tbk,,Finance
2025-09-20,UCID.JK,UCID,PT Uni-Charm Indonesia Tbk,,Consumer non-durables
2025-09-20,UDNG.JK,UDNG,PT Agro Bahari Nusantara Tbk,,Process industries
2025-09-20,UFOE.JK,UFOE,PT Damai Sejahtera Abadi Tbk,,Retail trade
2025-09-20,ULTJ.JK,ULTJ,PT Ultrajaya Milk Industry & Trading Co. Tbk,,Consumer non-durables
2025-09-20,UNIC.JK,UNIC,PT Unggul Indah Cahaya Tbk,,Consumer non-durables
2025-09-20,UNIQ.JK,UNIQ,PT Ulima Nitra Tbk,,Industrial services
2025-09-20,UNSP.JK,UNSP,PT Bakrie Sumatera Plantations Tbk,,Distribution services
2025-09-20,UNTD.JK,UNTD,PT Terang Dunia Internusa Tbk,,Consumer durables
2025-09-20,UNTR.JK,UNTR,PT United Tractors Tbk,,Energy minerals
2025-09-20,UNVR.JK,UNVR,PT Unilever Indonesia Tbk,,Consumer non-durables
2025-09-20,URBN.JK,URBN,PT Urban Jakarta Propertindo Tbk,,Finance
2025-09-20,UVCR.JK,UVCR,PT Trimegah Karya Pratama Tbk,,Technology services
2025-09-20,VAST.JK,VAST,PT Vastland Indonesia Tbk,,Finance
2025-09-20,VERN.JK,VERN,PT Verona Indah Pictures Tbk,,Consumer services
2025-09-20,VICI.JK,VICI,PT Victoria Care Indonesia Tbk,,Consumer non-durables
2025-09-20,VICO.JK,VICO,PT Victoria Investama Tbk,,Finance
2025-09-20,VINS.JK,VINS,PT Victoria Insurance Tbk,,Finance
2025-09-20,VISI.JK,VISI,PT Satu Visi Putra Tbk,,Distribution services
2025-09-20,VIVA.JK,VIVA,PT Visi Media Asia Tbk Class A,,Consumer services
2025-09-20,VKTR.JK,VKTR,PT VKTR Teknologi Mobilitas Tbk,,Consumer durables
2025-09-20,VOKS.JK,VOKS,PT Voksel Electric Tbk,,Producer manufacturing
2025-09-20,VRNA.JK,VRNA,PT Mizuho Leasing Indonesia Tbk,,Finance
2025-09-20,VTNY.JK,VTNY,PT Venteny Fortuna International Tbk,,Technology services
2025-09-20,WAPO.JK,WAPO,PT Wahana Pronatural Tbk,,Consumer non-durables
2025-09-20,WEGE.JK,WEGE,PT Wijaya Karya Bangunan Gedung Tbk,,Industrial services
2025-09-20,WEHA.JK,WEHA,PT WEHA Transportasi Indonesia Tbk,,Transportation
2025-09-20,WGSH.JK,WGSH,PT Wira Global Solusi Tbk,,Technology services
2025-09-20,WIDI.JK,WIDI,PT Widiant Jaya Krenindo Tbk,,Finance
2025-09-20,WIFI.JK,WIFI,PT Solusi Sinergi Digital Tbk,,Technology services
2025-09-20,WIIM.JK,WIIM,PT Wismilak Inti Makmur Tbk,,Consumer non-durables
2025-09-20,WINE.JK,WINE,PT Hatten Bali Tbk,,Consumer non-durables
2025-09-20,WINR.JK,WINR,PT Winner Nusantara Jaya Tbk,,Finance
2025-09-20,WINS.JK,WINS,PT Wintermar Offshore Marine Tbk,,Transportation
2025-09-20,WIRG.JK,WIRG,PT WIR Asia Tbk,,Health services
2025-09-20,WMUU.JK,WMUU,PT Widodo Makmur Unggas Tbk,,Process industries
2025-09-20,WOMF.JK,WOMF,PT Wahana Ottomitra Multiartha Tbk,,Finance
2025-09-20,WOOD.JK,WOOD,PT Integra Indocabinet Tbk,,Consumer durables
2025-09-20,WOWS.JK,WOWS,PT Ginting Jaya Energi Tbk,,Industrial services
2025-09-20,WSBP.JK,WSBP,PT Waskita Beton Precast Tbk,,Non-energy minerals
2025-09-20,WTON.JK,WTON,PT Wijaya Karya Beton Tbk,,Industrial services
2025-09-20,YELO.JK,YELO,PT Yelooo Integra Datanet Tbk,,Distribution services
2025-09-20,YOII.JK,YOII,PT Asuransi Digital Bersama Tbk,,Finance
2025-09-20,YPAS.JK,YPAS,PT Yanaprima Hastapersada Tbk,,Process industries
2025-09-20,YULE.JK,YULE,PT Yulie Sekuritas Indonesia Tbk,,Finance
2025-09-20,YUPI.JK,YUPI,Pt Yupi Indo Jelly Gum Tbk,,Consumer non-durables
2025-09-20,ZATA.JK,ZATA,PT Bersama Zatta Jaya Tbk,,Retail trade
2025-09-20,ZINC.JK,ZINC,PT Kapuas Prima Coal Tbk,,Non-energy minerals
2025-09-20,ZONE.JK,ZONE,PT Mega Perintis Tbk,,Consumer non-durables
2025-09-20,ZYRX.JK,ZYRX,PT Zyrexindo Mandiri Buana Tbk,,Electronic technology
